Producto|Tipo de producto|Referencia interna|Seccion|Categoria|Precio de venta por unidad de medida|Coste|Unidad de medida de compra|Unidad de medida de venta|Unidad de medida|Puede ser vendido|Puede ser comprado|Usado para acarreo|Notas
REPO. AND. CARGA TELA 1.50 X 1.00|Servicio|REPO-172|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND. CARGA TORNILLO NIVEL INFERIOR|Servicio|REPO-173|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND. CARGA TORNILLO NIVEL SUPERIOR|Servicio|REPO-174|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND. CARGA VIGA IPE X 12 MTS|Servicio|REPO-175|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND. CARGA VIGA TUBULAR 2 M.|Servicio|REPO-176|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND. CARGA VIGA TUBULAR 3 M.|Servicio|REPO-177|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND. CARGA VIGA TUBULAR 4 M.|Servicio|REPO-178|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND. CARGA VIGA TUBULAR 6 M.|Servicio|REPO-179|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND. CARGA TUBO 5 CM PARA HIBRIDO|Servicio|REPO-180|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND.COLG.MODULAR PLATAFORMA|Servicio|REPO-181|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND.COLG.MOD.SOPORTES|Servicio|REPO-182|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND.COLG.MOD.PASAMANOS|Servicio|REPO-183|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND.COLG.MOD.LIRA|Servicio|REPO-184|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND.COLG.MOD.BARANDA|Servicio|REPO-185|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND.COLG.MOD.COLGANTE|Servicio|REPO-186|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. AND.COLG.MOD.PLATAFORMA|Servicio|REPO-187|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BASCULA|Servicio|REPO-188|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. PESA BASCULA 100KG|Servicio|REPO-189|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. PESA BASCULA 200KG|Servicio|REPO-190|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. PESA BASCULA 50KG|Servicio|REPO-191|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. SOPORTE PESA BASCULA|Servicio|REPO-192|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BOMBA HIDROSTATICA|Servicio|REPO-193|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BOMBA PARA COMBUSTIBLE|Servicio|REPO-194|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BRILLADORA INDUSTRIAL |Servicio|REPO-195|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CEPILLOS BRILLADORA|Servicio|REPO-196|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CABEZAS ELLIS|Servicio|REPO-197|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CABLE 1/2 ALMA DE FIBRA|Servicio|REPO-198|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CABLE 1/4 ALMA DE ACERO|Servicio|REPO-199|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CABLE 3/4 ALMA DE ACERO|Servicio|REPO-200|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CABLE 3/8 ALMA DE ACERO|Servicio|REPO-201|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CABLE 3/8 ALMA DE FIBRA|Servicio|REPO-202|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CABLE ENCAUCHETADO|Servicio|REPO-203|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CALADORA|Servicio|REPO-204|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CAMARA PARA INSPECCION CON PC|Servicio|REPO-205|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CAMILLAS DE 70|Servicio|REPO-206|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CANES MADERA KATIVO ZUNCHADOS|Servicio|REPO-207|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CANES MALLA METALICO|Servicio|REPO-208|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CARGUERA 6 VARAS 4 X 8|Servicio|REPO-209|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CARPA 12 X 6|Servicio|REPO-210|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CARPA 6 X 6|Servicio|REPO-211|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CARPA TIPO VINILO 6X2 CON VENTANAS|Servicio|REPO-212|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. PARALES DE CARPA|Servicio|REPO-213|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. TRAVESANOS DE CARPA|Servicio|REPO-214|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CEPILLO PARA MADERA. ELECTRICO|Servicio|REPO-215|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CERCHA METALICA 1.50|Servicio|REPO-216|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CERCHAS CORTAS|Servicio|REPO-217|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CERCHAS EXTENSIBLES 3.05 MTS.|Servicio|REPO-218|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CERCHAS METALICAS 0.70|Servicio|REPO-219|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CERCHAS METALICAS 1.40|Servicio|REPO-220|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CERCHAS METALICAS 2.80 MTS.|Servicio|REPO-221|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CERCHAS METALICAS PLATINA BAJA|Servicio|REPO-222|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CERCHAS METALICAS PLATINA ALTA|Servicio|REPO-223|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CHAPETA TENSORA CIRCULAR|Servicio|REPO-224|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CHAPETA TENSORA DE TORNILLO|Servicio|REPO-225|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CHAPETAS DE CUNA|Servicio|REPO-226|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CINCEL PLANO|Servicio|REPO-227|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CINCEL PUNTERO|Servicio|REPO-228|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. RODILLO COMPACT.DX70|Servicio|REPO-229|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. RODILLO COMPACT.DX700|Servicio|REPO-230|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. RODILLO COMPACT. SX170|Servicio|REPO-231|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CIZALLA DE PALANCA|Servicio|REPO-232|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CIZALLA DE TIJERA DE 30 RIDGID|Servicio|REPO-233|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CIZALLA DE TIJERA DE 36 RIDGID|Servicio|REPO-234|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. COMPACTADOR CANGURO|Servicio|REPO-235|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CONCRETADORA 1 1/2 SACO|Servicio|REPO-236|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CONCRETADORA 1 SACO|Servicio|REPO-237|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CONCRETADORA 1/2 SACO|Servicio|REPO-238|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. CONCRETADORA 2 SACOS|Servicio|REPO-239|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. GUARDA DE CONCRETADORA|Servicio|REPO-240|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. TIRO CONCRETADORA|Servicio|REPO-241|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
REPO. BREAKER 40 AMP|Servicio|REPO-242|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|True|True|False|
ADECUACION ABRAZADERA DALMINE|Servicio|REPA-001|Servicios|Reparaciones|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
ADECUACION ANDAMIO COLGANTE|Servicio|REPA-002|Servicios|Reparaciones|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
ADECUACION CERCHAS|Servicio|REPA-003|Servicios|Reparaciones|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
ADECUACION CILINDRO MAN-HALL|Servicio|REPA-004|Servicios|Reparaciones|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
ADECUACION CRUCETAS|Servicio|REPA-005|Servicios|Reparaciones|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
ADECUACION EQUIPO|Servicio|REPA-006|Servicios|Reparaciones|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
ADECUACION ESCALERA DE ANDAMIO|Servicio|REPA-007|Servicios|Reparaciones|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
ADECUACION ESCALERA DE MADERA|Servicio|REPA-008|Servicios|Reparaciones|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
ADECUACION MARCO ANDAMIO|Servicio|REPA-009|Servicios|Reparaciones|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
ADECUACION MOLINETES|Servicio|REPA-010|Servicios|Reparaciones|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
ADECUACION RUEDAS DE ANDAMIO|Servicio|REPA-011|Servicios|Reparaciones|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
ADECUACION TACO METALICO|Servicio|REPA-012|Servicios|Reparaciones|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
LIMPIEZA ESPECIAL DE EQUIPO|Servicio|SERV-028|Servicios|Reparaciones|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
ANCLAJE DE SILO|Servicio|SERV-001|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
ARRIOSTRAMIENTO MALACATE|Servicio|SERV-002|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
ASESORIA TECNICA|Servicio|SERV-003|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
CALIBRACION PLANTA DOSIFICADORA|Servicio|SERV-004|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
CM. ADICIONAL CORTE PISO|Servicio|SERV-005|Servicios|Cortadoras|450|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
CONEXION ELECTRICA|Servicio|SERV-006|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
MONTAJE BASE MALACATE|Servicio|SERV-007|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
REALCE DE TORRE  MALACATE|Servicio|SERV-008|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
DESMONTAJE BASE MALACATE|Servicio|SERV-009|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
DESMONTAJE DE TORRE|Servicio|SERV-010|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
REUBICACION MALACATE|Servicio|SERV-011|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
INSTALACION-TRANS. SILO|Servicio|SERV-012|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
MONTAJE PLUMA DOBLE|Servicio|SERV-013|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
DESMONTAJE DE PLUMA DOBLE|Servicio|SERV-014|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
REALCE PLUMA DOBLE|Servicio|SERV-015|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
MONTAJE PLATAFORMA|Servicio|SERV-016|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
DESMONTAJE PLATAFORMA|Servicio|SERV-017|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
MONTAJE SISTEMA DE ELEVACION|Servicio|SERV-018|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
DESMONTAJE SISTEMA DE ELEVACION|Servicio|SERV-019|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
REALCE SISTEMA DE ELEVACION|Servicio|SERV-020|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
REUBICACION PLUMA DOBLE|Servicio|SERV-021|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
MONTAJE CASETA|Servicio|SERV-022|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
DESMONTAJE DE CASETA|Servicio|SERV-023|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
INCREMENTO 20% TRANS. VERTICAL|Servicio|SERV-024|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
INST. / DESINT. PLANTA DOSIFICADORA|Servicio|SERV-025|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
INST. O DESINST. DE EQUIPO EN OBRA|Servicio|SERV-026|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
INSTALACION POLO A TIERRA|Servicio|SERV-027|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
MONTAJE TORRE ADICIONAL|Servicio|SERV-029|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
MONTAJE TORRE GRUA|Servicio|SERV-030|Servicios|Otros|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
ACARREOS|Servicio|ACAR-001|Servicios|Acarreos|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|True|
ACARREOS X HORA|Servicio|ACAR-002|Servicios|Acarreos|0|0|Unit(s)|Hour(s)|Unit(s)|False|False|True|Fracción de hora se cobra como hora completa.
SERVICIO DE TRANSPORTE|Servicio|SERV-031|Servicios|Acarreos|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
TRANSPORTE DE CONCRETO|Servicio|SERV-032|Servicios|Acarreos|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
TRANSPORTE DE CONCRETO X MT|Servicio|SERV-033|Servicios|Acarreos|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
TRANSPORTE DE EQUIPO EN OBRA|Servicio|SERV-034|Servicios|Acarreos|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
TRANSPORTE DE TORRES|Servicio|SERV-035|Servicios|Acarreos|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
TRANSPORTE GRUA HIDRAULICA ARTICULADA|Servicio|SERV-036|Servicios|Acarreos|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
TRANSPORTE VERTICAL DE MATERIAL|Servicio|SERV-037|Servicios|Acarreos|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
VENTA DE SEGUNDA - CHATARRA|Servicio|SERV-038|Servicios|Reposiciones|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
VIATICOS MECANICO|Servicio|SERV-039|Servicios|Operador|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
VIATICOS MONTADOR|Servicio|SERV-040|Servicios|Operador|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
VIATICOS OPERADOR|Servicio|SERV-041|Servicios|Operador|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
ALIMENTACION ARMADOR|Servicio|OPER-001|Servicios|Operador|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
ALIMENTACION OPERADOR|Servicio|OPER-002|Servicios|Operador|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
HORA DIURNA FESTIVA OPERADOR 2|Servicio|OPER-003|Servicios|Operador|0|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA EXTRA DIURNA ARMADOR|Servicio|OPER-004|Servicios|Operador|14625|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA EXTRA DIURNA AYUDANTE|Servicio|OPER-005|Servicios|Operador|0|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA EXTRA DIURNA CONDUCTOR|Servicio|OPER-006|Servicios|Operador|0|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA EXTRA DIURNA COORDINADOR MONTAJE|Servicio|OPER-007|Servicios|Operador|20000|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA EXTRA DIURNA FESTIVA OPERADOR|Servicio|OPER-008|Servicios|Operador|0|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA EXTRA DIURNA OPERADOR|Servicio|OPER-009|Servicios|Operador|14625|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA EXTRA DIURNA OPERADOR 2|Servicio|OPER-010|Servicios|Operador|0|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA EXTRA NOCTURNA ARMADOR|Servicio|OPER-011|Servicios|Operador|20475|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA EXTRA NOCTURNA AYUDANTE|Servicio|OPER-012|Servicios|Operador|0|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA EXTRA NOCTURNA COORDINADOR|Servicio|OPER-013|Servicios|Operador|28000|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA EXTRA NOCTURNA COORDINADOR MONTAJE|Servicio|OPER-014|Servicios|Operador|0|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA EXTRA NOCTURNA OPERADOR|Servicio|OPER-015|Servicios|Operador|20475|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA EXTRA NOCTURNA SISO|Servicio|OPER-016|Servicios|Operador|0|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA FESTIVA DIURNA ARMADOR|Servicio|OPER-017|Servicios|Operador|0|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA FESTIVA DIURNA AYUDANTE|Servicio|OPER-018|Servicios|Operador|0|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA FESTIVA DIURNA OPERADOR|Servicio|OPER-019|Servicios|Operador|20475|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA FESTIVA DIURNA OPERADOR 2|Servicio|OPER-020|Servicios|Operador|0|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA FESTIVA DIURNA OPERADOR 3|Servicio|OPER-021|Servicios|Operador|0|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA FESTIVA NOCTURNA OPERADOR|Servicio|OPER-022|Servicios|Operador|0|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA NOCTURNA OPERADOR|Servicio|OPER-023|Servicios|Operador|15795|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA NOCTURNA OPERADOR 3|Servicio|OPER-024|Servicios|Operador|0|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA ORDINARIA ARMADOR|Servicio|OPER-025|Servicios|Operador|11700|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA ORDINARIA AYUDANTE|Servicio|OPER-026|Servicios|Operador|0|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA ORDINARIA COORDINADOR MONTAJE|Servicio|OPER-027|Servicios|Operador|0|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA ORDINARIA OPERADOR|Servicio|OPER-028|Servicios|Operador|11700|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA ORDINARIA OPERADOR 2|Servicio|OPER-029|Servicios|Operador|0|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA ORDINARIA OPERADOR 3|Servicio|OPER-030|Servicios|Operador|0|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
HORA ORDINARIA SISO|Servicio|OPER-031|Servicios|Operador|0|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
MANO DE OBRA|Servicio|OPER-032|Servicios|Operador|0|0|Unit(s)|Unit(s)|Unit(s)|False|False|False|
PERSONAL SALUD OCUPACIONAL|Servicio|OPER-033|Servicios|Operador|0|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
RECARGO FESTIVO NOCTURNO OPERADOR|Servicio|OPER-034|Servicios|Operador|0|0|Hour(s)|Hour(s)|Hour(s)|False|False|False|
